episode,char1,char2,count
1_Anatomy_Park,beth,"beth, summer, and morty",1
1_Anatomy_Park,beth,jacob,5
1_Anatomy_Park,beth,jerry,4
1_Anatomy_Park,beth,joyce,2
1_Anatomy_Park,beth,leonard,3
1_Anatomy_Park,beth,morty,2
1_Anatomy_Park,beth,rick,2
1_Anatomy_Park,beth,ruben,1
1_Anatomy_Park,beth,summer,5
1_Anatomy_Park,"beth, summer, and morty",jacob,1
1_Anatomy_Park,"beth, summer, and morty",jerry,1
1_Anatomy_Park,"beth, summer, and morty",joyce,1
1_Anatomy_Park,"beth, summer, and morty",leonard,1
1_Anatomy_Park,"beth, summer, and morty",morty,1
1_Anatomy_Park,"beth, summer, and morty",rick,1
1_Anatomy_Park,"beth, summer, and morty",ruben,1
1_Anatomy_Park,"beth, summer, and morty",summer,1
1_Anatomy_Park,jacob,jerry,5
1_Anatomy_Park,jacob,joyce,3
1_Anatomy_Park,jacob,leonard,3
1_Anatomy_Park,jacob,morty,1
1_Anatomy_Park,jacob,rick,1
1_Anatomy_Park,jacob,ruben,1
1_Anatomy_Park,jacob,summer,6
1_Anatomy_Park,jerry,joyce,3
1_Anatomy_Park,jerry,leonard,3
1_Anatomy_Park,jerry,morty,1
1_Anatomy_Park,jerry,rick,2
1_Anatomy_Park,jerry,ruben,1
1_Anatomy_Park,jerry,summer,5
1_Anatomy_Park,joyce,leonard,2
1_Anatomy_Park,joyce,morty,1
1_Anatomy_Park,joyce,rick,1
1_Anatomy_Park,joyce,ruben,1
1_Anatomy_Park,joyce,summer,3
1_Anatomy_Park,leonard,morty,1
1_Anatomy_Park,leonard,rick,1
1_Anatomy_Park,leonard,ruben,1
1_Anatomy_Park,leonard,summer,3
1_Anatomy_Park,morty,rick,11
1_Anatomy_Park,morty,ruben,1
1_Anatomy_Park,morty,summer,1
1_Anatomy_Park,rick,ruben,1
1_Anatomy_Park,rick,summer,1
1_Anatomy_Park,ruben,summer,1
1_Anatomy_Park,automated voice,morty,1
1_Anatomy_Park,automated voice,rick,1
1_Anatomy_Park,dr. bloom,morty,8
1_Anatomy_Park,dr. bloom,poncho,6
1_Anatomy_Park,dr. bloom,rick,4
1_Anatomy_Park,morty,poncho,6
1_Anatomy_Park,poncho,rick,3
1_Anatomy_Park,dr. bloom,roger,5
1_Anatomy_Park,morty,roger,5
1_Anatomy_Park,poncho,roger,5
1_Anatomy_Park,rick,roger,2
1_Anatomy_Park,alexander,annie,1
1_Anatomy_Park,alexander,dr. bloom,1
1_Anatomy_Park,alexander,morty,2
1_Anatomy_Park,alexander,poncho,1
1_Anatomy_Park,alexander,roger,1
1_Anatomy_Park,annie,dr. bloom,6
1_Anatomy_Park,annie,morty,8
1_Anatomy_Park,annie,poncho,4
1_Anatomy_Park,annie,roger,4
1_Anatomy_Park,annie,rick,6
1_Anatomy_Park,animatronics,annie,1
1_Anatomy_Park,animatronics,dr. bloom,1
1_Anatomy_Park,animatronics,morty,1
1_Anatomy_Park,animatronics,poncho,1
1_Anatomy_Park,animatronics,roger,1
1_Anatomy_Park,beth,ethan,1
1_Anatomy_Park,ethan,jacob,2
1_Anatomy_Park,ethan,jerry,2
1_Anatomy_Park,ethan,leonard,1
1_Anatomy_Park,ethan,summer,2
1_Anatomy_Park,ethan,joyce,1
1_Anatomy_Park,animatronic ruben,annie,1
1_Anatomy_Park,animatronic ruben,rick,1
1_Anatomy_Park,eric,reporter,1
1_Anatomy_Park,eric,tom,1
1_Anatomy_Park,reporter,tom,1
1_Anatomy_Park,beth,reporter,1
1_Anatomy_Park,jacob,reporter,1
1_Anatomy_Park,jerry,reporter,1
1_Anatomy_Park,reporter,summer,1
1_Anatomy_Park,alejandro,all,1
1_Anatomy_Park,alejandro,annie,1
1_Anatomy_Park,alejandro,ethan,1
1_Anatomy_Park,alejandro,rick,1
1_Anatomy_Park,all,annie,1
1_Anatomy_Park,all,ethan,1
1_Anatomy_Park,all,rick,1
1_Anatomy_Park,annie,ethan,1
1_Anatomy_Park,ethan,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick,3
1_Close_Rick-Counters_of_the_Rick_Kind,beth,jerry,3
1_Close_Rick-Counters_of_the_Rick_Kind,beth,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick 1,3
1_Close_Rick-Counters_of_the_Rick_Kind,beth,summer,1
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick,3
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick 1,4
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,summer,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick,9
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick 1,3
1_Close_Rick-Counters_of_the_Rick_Kind,morty,summer,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick 1,5
1_Close_Rick-Counters_of_the_Rick_Kind,rick,summer,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,summer,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,morty doll,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick salesman 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick salesman 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick salseman 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty doll,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty doll,rick salesman 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty doll,rick salesman 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty doll,rick salseman 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick salesman 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick salesman 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick salseman 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick salesman 1,rick salesman 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick salesman 1,rick salseman 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick salesman 2,rick salseman 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,crowd rick,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,crowd rick,rick 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,crowd rick,rick council 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,crowd rick,rick crowd,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick council 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick crowd,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick council 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick crowd,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick council 1,rick crowd,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 1,armed rick 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 1,armed rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 1,armed ricks 4 and 5,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 1,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 2,armed rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 2,armed ricks 4 and 5,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 2,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 3,armed ricks 4 and 5,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 3,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed ricks 4 and 5,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,pizza 1,pizza 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,phone 1,phone 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,armed rick 6,armed ricks,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,sofa 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,sofa 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,sofa 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,sofa 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,sofa 1,sofa 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,beth,2
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,jerry,2
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick 1,2
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick 2,2
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick 2,2
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick 2,2
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick 2,2
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick 2,4
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 2,rick 3,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 2,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 3,rick 4,1
1_Close_Rick-Counters_of_the_Rick_Kind,chair waiter,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,chair waiter,phone waiter,1
1_Close_Rick-Counters_of_the_Rick_Kind,chair waiter,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,chair waiter,rick 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,chair waiter,rick 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,phone waiter,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,rick 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,phone waiter,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,phone waiter,rick 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,phone waiter,rick 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,doofus rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,all ricks,rick 1 and 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,doofus rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,beth,rick 1 and 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,doofus rick,jerry,3
1_Close_Rick-Counters_of_the_Rick_Kind,doofus rick,rick 1,3
1_Close_Rick-Counters_of_the_Rick_Kind,doofus rick,rick 1 and 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,doofus rick,rick 2,2
1_Close_Rick-Counters_of_the_Rick_Kind,jerry,rick 1 and 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1,rick 1 and 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,rick 1 and 2,rick 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,evil rick,morty,3
1_Close_Rick-Counters_of_the_Rick_Kind,evil rick,rick,4
1_Close_Rick-Counters_of_the_Rick_Kind,evil morty,evil rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,evil morty,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,evil morty,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,evil rick,lobster alien,1
1_Close_Rick-Counters_of_the_Rick_Kind,lobster alien,rick,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,all religious mortys,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,hammer morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,lobster alien,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,morty 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,all mortys,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,hammer morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,lobster alien,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,morty 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,all religious mortys,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,hammer morty,lobster alien,1
1_Close_Rick-Counters_of_the_Rick_Kind,hammer morty,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,hammer morty,morty 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,hammer morty,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,hammer morty,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,lobster alien,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,lobster alien,morty 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,lobster alien,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,lobster alien,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,morty 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty 1,morty 2,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty 1,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,morty 2,religious morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,evil rick,rick 1,1
1_Close_Rick-Counters_of_the_Rick_Kind,council rick 1,morty,1
1_Close_Rick-Counters_of_the_Rick_Kind,council rick 1,rick,1
1_Lawnmower_Dog,jerry,summer,8
1_Lawnmower_Dog,jerry,morty,5
1_Lawnmower_Dog,jerry,rick,5
1_Lawnmower_Dog,morty,rick,23
1_Lawnmower_Dog,morty,summer,4
1_Lawnmower_Dog,rick,summer,4
1_Lawnmower_Dog,mr. goldenfold,mrs. pancakes,3
1_Lawnmower_Dog,commercial announcer,mr. pancakes,1
1_Lawnmower_Dog,commercial announcer,mrs. pancakes,1
1_Lawnmower_Dog,commercial announcer,rick,1
1_Lawnmower_Dog,mr. pancakes,mrs. pancakes,1
1_Lawnmower_Dog,mr. pancakes,rick,1
1_Lawnmower_Dog,mrs. pancakes,rick,3
1_Lawnmower_Dog,mr. goldenfold,mr.goldenfold,1
1_Lawnmower_Dog,mr. goldenfold,rick,4
1_Lawnmower_Dog,mr.goldenfold,mrs. pancakes,1
1_Lawnmower_Dog,mr.goldenfold,rick,2
1_Lawnmower_Dog,morty,mr. goldenfold,1
1_Lawnmower_Dog,beth,jerry,4
1_Lawnmower_Dog,jerry,snuffles,5
1_Lawnmower_Dog,snuffles,summer,6
1_Lawnmower_Dog,mr. goldenfold,plane passenger,1
1_Lawnmower_Dog,mr. goldenfold,plane passengers,1
1_Lawnmower_Dog,plane passenger,plane passengers,1
1_Lawnmower_Dog,plane passenger,rick,1
1_Lawnmower_Dog,plane passengers,rick,2
1_Lawnmower_Dog,morty,plane passengers,1
1_Lawnmower_Dog,morty,mrs. pancakes,1
1_Lawnmower_Dog,morty,sexualized s&m monster,2
1_Lawnmower_Dog,giant frog woman,morty,1
1_Lawnmower_Dog,giant frog woman,sexualized s&m monster,1
1_Lawnmower_Dog,centaur,rick,1
1_Lawnmower_Dog,morty,scary terry,6
1_Lawnmower_Dog,rick,scary terry,7
1_Lawnmower_Dog,summer,tv,1
1_Lawnmower_Dog,little girl,morty,2
1_Lawnmower_Dog,little girl,rick,2
1_Lawnmower_Dog,little girl,scary terry,2
1_Lawnmower_Dog,beth,snuffles,1
1_Lawnmower_Dog,beth,summer,2
1_Lawnmower_Dog,scary melissa,scary terry,3
1_Lawnmower_Dog,monster teacher,scary terry,2
1_Lawnmower_Dog,monster teacher,morty,1
1_Lawnmower_Dog,monster teacher,rick,1
1_Lawnmower_Dog,rick,scary melissa,1
1_Lawnmower_Dog,beth,morty,2
1_Lawnmower_Dog,beth,rick,2
1_Lawnmower_Dog,morty,snuffles,2
1_Lawnmower_Dog,rick,snuffles,1
1_Lawnmower_Dog,bill,dog 1,1
1_Lawnmower_Dog,bill,reporter,1
1_Lawnmower_Dog,dog 1,reporter,1
1_Lawnmower_Dog,accountant dog,dr. dog,1
1_Lawnmower_Dog,accountant dog,snuffles,1
1_Lawnmower_Dog,dr. dog,snuffles,1
1_Lawnmower_Dog,rick,scary glenn,1
1_M._Night_Shaym-Aliens!,beth,morty,1
1_M._Night_Shaym-Aliens!,beth,rick,1
1_M._Night_Shaym-Aliens!,morty,rick,10
1_M._Night_Shaym-Aliens!,jessica,morty,1
1_M._Night_Shaym-Aliens!,jessica,mr. goldenfold,1
1_M._Night_Shaym-Aliens!,jessica,rick,1
1_M._Night_Shaym-Aliens!,jessica,student,1
1_M._Night_Shaym-Aliens!,morty,mr. goldenfold,1
1_M._Night_Shaym-Aliens!,morty,student,1
1_M._Night_Shaym-Aliens!,mr. goldenfold,rick,1
1_M._Night_Shaym-Aliens!,mr. goldenfold,student,1
1_M._Night_Shaym-Aliens!,rick,student,1
1_M._Night_Shaym-Aliens!,jerry,kevin,2
1_M._Night_Shaym-Aliens!,jerry,prince nebulon,2
1_M._Night_Shaym-Aliens!,jerry,stu,1
1_M._Night_Shaym-Aliens!,jerry,zigerion 1,2
1_M._Night_Shaym-Aliens!,jerry,zigerion 2,1
1_M._Night_Shaym-Aliens!,jerry,zigerion 3,1
1_M._Night_Shaym-Aliens!,kevin,prince nebulon,2
1_M._Night_Shaym-Aliens!,kevin,stu,1
1_M._Night_Shaym-Aliens!,kevin,zigerion 1,2
1_M._Night_Shaym-Aliens!,kevin,zigerion 2,1
1_M._Night_Shaym-Aliens!,kevin,zigerion 3,1
1_M._Night_Shaym-Aliens!,prince nebulon,stu,1
1_M._Night_Shaym-Aliens!,prince nebulon,zigerion 1,2
1_M._Night_Shaym-Aliens!,prince nebulon,zigerion 2,1
1_M._Night_Shaym-Aliens!,prince nebulon,zigerion 3,1
1_M._Night_Shaym-Aliens!,stu,zigerion 1,1
1_M._Night_Shaym-Aliens!,stu,zigerion 2,1
1_M._Night_Shaym-Aliens!,stu,zigerion 3,1
1_M._Night_Shaym-Aliens!,zigerion 1,zigerion 2,1
1_M._Night_Shaym-Aliens!,zigerion 1,zigerion 3,1
1_M._Night_Shaym-Aliens!,zigerion 2,zigerion 3,1
1_M._Night_Shaym-Aliens!,jerry,radio,1
1_M._Night_Shaym-Aliens!,morty,paramedic,1
1_M._Night_Shaym-Aliens!,paramedic,rick,1
1_M._Night_Shaym-Aliens!,all,jerry,1
1_M._Night_Shaym-Aliens!,all,mr. marklevitz,1
1_M._Night_Shaym-Aliens!,jerry,mr. marklevitz,3
1_M._Night_Shaym-Aliens!,jerry,mailman,2
1_M._Night_Shaym-Aliens!,jerry,old man,1
1_M._Night_Shaym-Aliens!,jerry,simulation beth,1
1_M._Night_Shaym-Aliens!,jerry,woman,1
1_M._Night_Shaym-Aliens!,mailman,old man,1
1_M._Night_Shaym-Aliens!,mailman,simulation beth,1
1_M._Night_Shaym-Aliens!,mailman,woman,1
1_M._Night_Shaym-Aliens!,old man,simulation beth,1
1_M._Night_Shaym-Aliens!,old man,woman,1
1_M._Night_Shaym-Aliens!,simulation beth,woman,1
1_M._Night_Shaym-Aliens!,prince nebulon,zigerion,1
1_M._Night_Shaym-Aliens!,cynthia,morty,2
1_M._Night_Shaym-Aliens!,cynthia,prince nebulon,2
1_M._Night_Shaym-Aliens!,cynthia,rick,2
1_M._Night_Shaym-Aliens!,morty,prince nebulon,2
1_M._Night_Shaym-Aliens!,prince nebulon,rick,2
1_M._Night_Shaym-Aliens!,cynthia,jerry,1
1_M._Night_Shaym-Aliens!,cynthia,kevin,1
1_M._Night_Shaym-Aliens!,cynthia,mailman,1
1_M._Night_Shaym-Aliens!,cynthia,mailmen,1
1_M._Night_Shaym-Aliens!,cynthia,zigerion 1,1
1_M._Night_Shaym-Aliens!,jerry,mailmen,1
1_M._Night_Shaym-Aliens!,jerry,morty,1
1_M._Night_Shaym-Aliens!,jerry,rick,3
1_M._Night_Shaym-Aliens!,kevin,mailman,1
1_M._Night_Shaym-Aliens!,kevin,mailmen,1
1_M._Night_Shaym-Aliens!,kevin,morty,1
1_M._Night_Shaym-Aliens!,kevin,rick,1
1_M._Night_Shaym-Aliens!,mailman,mailmen,1
1_M._Night_Shaym-Aliens!,mailman,morty,1
1_M._Night_Shaym-Aliens!,mailman,prince nebulon,1
1_M._Night_Shaym-Aliens!,mailman,rick,1
1_M._Night_Shaym-Aliens!,mailman,zigerion 1,1
1_M._Night_Shaym-Aliens!,mailmen,morty,1
1_M._Night_Shaym-Aliens!,mailmen,prince nebulon,1
1_M._Night_Shaym-Aliens!,mailmen,rick,1
1_M._Night_Shaym-Aliens!,mailmen,zigerion 1,1
1_M._Night_Shaym-Aliens!,morty,zigerion 1,1
1_M._Night_Shaym-Aliens!,rick,zigerion 1,1
1_Meeseeks_and_Destroy,beth,"jerry, beth, and summer",1
1_Meeseeks_and_Destroy,beth,morty,2
1_Meeseeks_and_Destroy,beth,rick,2
1_Meeseeks_and_Destroy,"jerry, beth, and summer",morty,1
1_Meeseeks_and_Destroy,"jerry, beth, and summer",rick,1
1_Meeseeks_and_Destroy,morty,rick,2
1_Meeseeks_and_Destroy,all meeseeks,all other meeseeks,1
1_Meeseeks_and_Destroy,all meeseeks,all the meeseeks,1
1_Meeseeks_and_Destroy,all meeseeks,beth,1
1_Meeseeks_and_Destroy,all meeseeks,card player,1
1_Meeseeks_and_Destroy,all meeseeks,detective,1
1_Meeseeks_and_Destroy,all meeseeks,giant,1
1_Meeseeks_and_Destroy,all meeseeks,giant lawyer,1
1_Meeseeks_and_Destroy,all meeseeks,giant woman,1
1_Meeseeks_and_Destroy,all meeseeks,jerry,1
1_Meeseeks_and_Destroy,all meeseeks,judge,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks *,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks 1,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks 2,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks 3,1
1_Meeseeks_and_Destroy,all meeseeks,meeseeks 4,1
1_Meeseeks_and_Destroy,all meeseeks,morty,1
1_Meeseeks_and_Destroy,all meeseeks,mr. booby buyer,1
1_Meeseeks_and_Destroy,all meeseeks,mr. jelly bean,1
1_Meeseeks_and_Destroy,all meeseeks,new meeseeks,1
1_Meeseeks_and_Destroy,all meeseeks,note,1
1_Meeseeks_and_Destroy,all meeseeks,owner,1
1_Meeseeks_and_Destroy,all meeseeks,principal gene v.,1
1_Meeseeks_and_Destroy,all meeseeks,rick,1
1_Meeseeks_and_Destroy,all meeseeks,samantha,1
1_Meeseeks_and_Destroy,all meeseeks,slippery,1
1_Meeseeks_and_Destroy,all meeseeks,summer,1
1_Meeseeks_and_Destroy,all meeseeks,the first villager,1
1_Meeseeks_and_Destroy,all meeseeks,villager,1
1_Meeseeks_and_Destroy,all meeseeks,villager 1,1
1_Meeseeks_and_Destroy,all meeseeks,villager 2,1
1_Meeseeks_and_Destroy,all meeseeks,waiter,1
1_Meeseeks_and_Destroy,all meeseeks,waitess,1
1_Meeseeks_and_Destroy,all meeseeks,waitress,1
1_Meeseeks_and_Destroy,all meeseeks,woman,1
1_Meeseeks_and_Destroy,all other meeseeks,all the meeseeks,1
1_Meeseeks_and_Destroy,all other meeseeks,beth,1
1_Meeseeks_and_Destroy,all other meeseeks,card player,1
1_Meeseeks_and_Destroy,all other meeseeks,detective,1
1_Meeseeks_and_Destroy,all other meeseeks,giant,1
1_Meeseeks_and_Destroy,all other meeseeks,giant lawyer,1
1_Meeseeks_and_Destroy,all other meeseeks,giant woman,1
1_Meeseeks_and_Destroy,all other meeseeks,jerry,1
1_Meeseeks_and_Destroy,all other meeseeks,judge,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks *,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks 1,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks 2,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks 3,1
1_Meeseeks_and_Destroy,all other meeseeks,meeseeks 4,1
1_Meeseeks_and_Destroy,all other meeseeks,morty,1
1_Meeseeks_and_Destroy,all other meeseeks,mr. booby buyer,1
1_Meeseeks_and_Destroy,all other meeseeks,mr. jelly bean,1
1_Meeseeks_and_Destroy,all other meeseeks,new meeseeks,1
1_Meeseeks_and_Destroy,all other meeseeks,note,1
1_Meeseeks_and_Destroy,all other meeseeks,owner,1
1_Meeseeks_and_Destroy,all other meeseeks,principal gene v.,1
1_Meeseeks_and_Destroy,all other meeseeks,rick,1
1_Meeseeks_and_Destroy,all other meeseeks,samantha,1
1_Meeseeks_and_Destroy,all other meeseeks,slippery,1
1_Meeseeks_and_Destroy,all other meeseeks,summer,1
1_Meeseeks_and_Destroy,all other meeseeks,the first villager,1
1_Meeseeks_and_Destroy,all other meeseeks,villager,1
1_Meeseeks_and_Destroy,all other meeseeks,villager 1,1
1_Meeseeks_and_Destroy,all other meeseeks,villager 2,1
1_Meeseeks_and_Destroy,all other meeseeks,waiter,1
1_Meeseeks_and_Destroy,all other meeseeks,waitess,1
1_Meeseeks_and_Destroy,all other meeseeks,waitress,1
1_Meeseeks_and_Destroy,all other meeseeks,woman,1
1_Meeseeks_and_Destroy,all the meeseeks,beth,1
1_Meeseeks_and_Destroy,all the meeseeks,card player,1
1_Meeseeks_and_Destroy,all the meeseeks,detective,1
1_Meeseeks_and_Destroy,all the meeseeks,giant,1
1_Meeseeks_and_Destroy,all the meeseeks,giant lawyer,1
1_Meeseeks_and_Destroy,all the meeseeks,giant woman,1
1_Meeseeks_and_Destroy,all the meeseeks,jerry,1
1_Meeseeks_and_Destroy,all the meeseeks,judge,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks *,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks 1,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks 2,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks 3,1
1_Meeseeks_and_Destroy,all the meeseeks,meeseeks 4,1
1_Meeseeks_and_Destroy,all the meeseeks,morty,1
1_Meeseeks_and_Destroy,all the meeseeks,mr. booby buyer,1
1_Meeseeks_and_Destroy,all the meeseeks,mr. jelly bean,1
1_Meeseeks_and_Destroy,all the meeseeks,new meeseeks,1
1_Meeseeks_and_Destroy,all the meeseeks,note,1
1_Meeseeks_and_Destroy,all the meeseeks,owner,1
1_Meeseeks_and_Destroy,all the meeseeks,principal gene v.,1
1_Meeseeks_and_Destroy,all the meeseeks,rick,1
1_Meeseeks_and_Destroy,all the meeseeks,samantha,1
1_Meeseeks_and_Destroy,all the meeseeks,slippery,1
1_Meeseeks_and_Destroy,all the meeseeks,summer,1
1_Meeseeks_and_Destroy,all the meeseeks,the first villager,1
1_Meeseeks_and_Destroy,all the meeseeks,villager,1
1_Meeseeks_and_Destroy,all the meeseeks,villager 1,1
