speaker,listener,3gram_phrase,3gram_count,4gram_phrase,4gram_count,5gram_phrase,5gram_count
meeseeks *,rick,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,samantha,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,slippery,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,summer,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,the first villager,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,villager,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,villager 1,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,villager 2,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,waiter,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,waitess,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,waitress,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,woman,me into this,7,roped me into this,6,he roped me into this,5
meeseeks 3,all meeseeks,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,all other meeseeks,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,all the meeseeks,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,beth,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,card player,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,detective,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,giant,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,giant lawyer,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,giant woman,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,jerry,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,judge,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,meeseeks,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,meeseeks *,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,meeseeks 1,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,meeseeks 2,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,meeseeks 4,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,morty,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,mr. booby buyer,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,mr. jelly bean,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,new meeseeks,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,note,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,owner,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,principal gene v.,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,rick,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,samantha,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,slippery,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,summer,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,the first villager,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,villager,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,villager 1,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,villager 2,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,waiter,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,waitess,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,waitress,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 3,woman,im mr meeseeks,5,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks 4,all meeseeks,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,all other meeseeks,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,all the meeseeks,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,beth,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,card player,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,detective,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,giant,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,giant lawyer,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,giant woman,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,jerry,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,judge,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,meeseeks,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,meeseeks *,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,meeseeks 1,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,meeseeks 2,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,meeseeks 3,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,morty,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,mr. booby buyer,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,mr. jelly bean,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,new meeseeks,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,note,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,owner,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,principal gene v.,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,rick,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,samantha,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,slippery,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,summer,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,the first villager,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,villager,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,villager 1,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,villager 2,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,waiter,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,waitess,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,waitress,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
meeseeks 4,woman,im mr meeseeks,2,im mr meeseeks look,1,im mr meeseeks look at,1
morty,9/11 memory rick,he bailed on,3,huh what are you,1,huh what are you what,1
morty,aide,get our family,2,rick are you really,1,rick are you really a,1
morty,alien,you know i,4,i mean you know,2,mmm is this organic mmm,2
morty,alien man,theres no place,2,theres no place like,2,theres no place like home,2
morty,alien warlord,what have i,2,what have i done,2,oh my god what have,1
morty,all,get our family,2,youre excited about that,1,rick are you really a,1
morty,all meeseeks,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,all mortys,no more cats,2,so what yyyyyoure just,1,so what yyyyyoure just going,1
morty,all other meeseeks,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,all rick phones,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,all ricks,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,all summers,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,all the meeseeks,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,alternate morty,you shut up,2,uh just to be,1,uh just to be clear,1
morty,alternate summer,you shut up,2,uh just to be,1,uh just to be clear,1
morty,amish cyborg,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,annie,get to the,2,wwell i guess we,1,wwell i guess we better,1
morty,announcer,come on rick,2,yeah rick lets just,1,yeah rick lets just get,1
morty,arbolian meterososian,get our family,2,rick are you really,1,rick are you really a,1
morty,arthricia,wwe have to,2,kill her kill her,2,wait wait wait hold on,1
morty,baby legs,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,balloon man,get our family,2,rick are you really,1,rick are you really a,1
morty,beth,what the hell,5,what are you talking,5,what are you talking about,5
morty,birdperson,what are you,4,what are you talking,4,what are you talking about,4
morty,both rick,you shut up,2,uh just to be,1,uh just to be clear,1
morty,both ricks,you shut up,2,uh just to be,1,uh just to be clear,1
morty,bothall mortys,you shut up,2,uh just to be,1,uh just to be clear,1
morty,bothall ricks,you shut up,2,uh just to be,1,uh just to be clear,1
morty,bothall summers,you shut up,2,uh just to be,1,uh just to be clear,1
morty,brad anderson,oh my god,2,oh my god oh,1,oh my god oh my,1
morty,braided rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,bully,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,business man,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,but i do have a thing at 6,what have i,2,what have i done,2,oh my god what have,1
morty,butter robot,youre a genius,2,youre a genius at,2,oh hey dad um what,1
morty,card player,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,commander in chief rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,commander in chief rick/rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,cornvelious daniel,he bailed on,3,wow rick thats thats,1,wow rick thats thats one,1
morty,credits song,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,criminal,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,cromulon,get our family,2,rick are you really,1,rick are you really a,1
morty,cross teddy bear,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,crowd,we dont need,2,everyone in the universe,1,everyone in the universe is,1
morty,crying boy,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,daryl jefferson,theres no place,2,theres no place like,2,theres no place like home,2
morty,detective,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,device,three weeks earlier,2,uh sorry kkeep going,1,its ggood job good job,1
morty,dr. bloom,get to the,2,oooohhh rick its a,1,oooohhh rick its a monster,1
morty,dr. wong,sad that i,2,sad that i peed,2,he turned himself into a,1
morty,duck with muscles,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,ethan,get our family,2,rick are you really,1,rick are you really a,1
morty,everyone,get our family,2,rick are you really,1,rick are you really a,1
morty,fart,in the car,2,dazed all out of,1,dazed all out of offwhite,1
morty,father bob,get our family,2,rick are you really,1,rick are you really a,1
morty,female student,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,female student 2,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,female student looking into her mirror,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,frank,i dont know,2,oh geez frank i,1,oh geez frank i dont,1
morty,frankenstein,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,garbageman,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,gary,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,gazorpazorpfield,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,gazorpian,special little guy,2,oh morty jr youre,1,oh morty jr youre gonna,1
morty,gazorpian pa system,special little guy,2,oh morty jr youre,1,oh morty jr youre gonna,1
morty,gear head,we dont need,2,everyone in the universe,1,everyone in the universe is,1
morty,gerry,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,ghost in a jar,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,giant,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,giant head,get our family,2,rick are you really,1,rick are you really a,1
morty,giant lawyer,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,giant woman,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,glenn,come on rick,2,yeah rick lets just,1,yeah rick lets just get,1
morty,greebybobe,get our family,2,rick are you really,1,rick are you really a,1
morty,groin system 6000,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,gromflomite,come on rick,2,yeah rick lets just,1,yeah rick lets just get,1
morty,gromflomite worker,what are you,4,what are you talking,4,what are you talking about,4
morty,gromfomite,come on rick,2,yeah rick lets just,1,yeah rick lets just get,1
morty,guard rick,hold your fire,2,hold your fire hold,1,hold your fire hold your,1
morty,guards,get our family,2,rick are you really,1,rick are you really a,1
morty,hammerhead morty,drop the gun,2,thats enough drop the,1,thats enough drop the gun,1
morty,hamurai,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,holly,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,ice-t,get our family,2,rick are you really,1,rick are you really a,1
morty,jacquelyn,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,jerry,you know i,8,you know i mean,4,bawk bawk bawk bawk bawk,2
morty,jerry and beth,get our family,2,rick are you really,1,rick are you really a,1
morty,jessica,come on rick,3,i mean you know,2,mmm is this organic mmm,2
morty,jessica on the phone,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,jew,get our family,2,rick are you really,1,rick are you really a,1
morty,jon,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,judge,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,jump master,get our family,2,rick are you really,1,rick are you really a,1
morty,krombopulos michael,in the car,2,i wanna come with,1,what kinda business do you,1
morty,lawyer morty,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,little girl,oh man oh,2,oh man oh man,2,oh man oh man oh,1
morty,logic,we dont need,2,everyone in the universe,1,everyone in the universe is,1
morty,lunch server,you know i,2,listen rick summers been,1,listen rick summers been acting,1
morty,man,do you think,2,mmm is this organic,2,mmm is this organic mmm,2
morty,mar-sha,special little guy,2,oh morty jr youre,1,oh morty jr youre gonna,1
morty,meeseeks,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,meeseeks *,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,meeseeks 1,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,meeseeks 2,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,meeseeks 3,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,meeseeks 4,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,mitch,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,morty 1,you shut up,2,so what yyyyyoure just,1,so what yyyyyoure just going,1
morty,morty 1 & 4,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,"morty 1, 2 and 3",no more cats,2,yes no more cats,1,yes no more cats no,1
morty,morty 2,you shut up,2,so what yyyyyoure just,1,so what yyyyyoure just going,1
morty,"morty 2, 3 and 4",no more cats,2,yes no more cats,1,yes no more cats no,1
morty,morty 3,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,morty and summer,theres no place,2,theres no place like,2,theres no place like home,2
morty,morty jr,special little guy,2,oh morty jr youre,1,oh morty jr youre gonna,1
morty,mr poopybutthole,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,mr president,i told you,2,maybe then we could,1,maybe then we could get,1
morty,mr. beauregard,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,mr. booby buyer,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,mr. goldenfold,but you know,2,mmm is this organic,2,mmm is this organic mmm,2
morty,mr. jelly bean,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,mr. poopybutthole,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,mr. tophat jones,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,mrs refrigerator,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,mrs. pancakes,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,mrs. refrigerator,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,nathan,get our family,2,rick are you really,1,rick are you really a,1
morty,nazi,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,new meeseeks,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,new yorker,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,nicky,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,note,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,off screen student,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,off screen student 2,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,other gromflomite,come on rick,2,yeah rick lets just,1,yeah rick lets just get,1
morty,owner,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,paramedic,rick i mean,2,i dont know rick,1,i dont know rick i,1
morty,pastor bob,get our family,2,rick are you really,1,rick are you really a,1
morty,pencilvester,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,phoenixperson,what are you,4,what are you talking,4,what are you talking about,4
morty,pickle rick,and youre gonna,2,rick are you far,1,rick are you far away,1
morty,police chief,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,poncho,so you know,2,oooohhh rick its a,1,oooohhh rick its a monster,1
morty,president,get our family,2,could get a selfie,2,rick are you really a,1
morty,priest,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,principal gene v.,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,principal vagina,what do you,2,ohhh okay here we,1,ohhh okay here we go,1
morty,quantum rick/rick,drop the gun,2,thats enough drop the,1,thats enough drop the gun,1
morty,radio,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,random rick,drop the gun,2,thats enough drop the,1,thats enough drop the gun,1
morty,regular legs,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,reverse,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,reverse giraffe,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,rick,oh my god,19,are you talking about,8,what are you talking about,6
morty,rick /rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,"rick 1, 2 and 3",no more cats,2,yes no more cats,1,yes no more cats no,1
morty,rick 4,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,rick and ice-t,get our family,2,rick are you really,1,rick are you really a,1
morty,rick and morty,get our family,2,rick are you really,1,rick are you really a,1
morty,rick/rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,ricktiminus sancheziminius,drop the gun,2,thats enough drop the,1,thats enough drop the gun,1
morty,rioter,theres no place,2,theres no place like,2,theres no place like home,2
morty,riq iv,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,roger,so you know,2,wwell i guess we,1,wwell i guess we better,1
morty,ron benson,theres no place,2,theres no place like,2,theres no place like home,2
morty,samantha,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,scary terry,you know what,2,oh geez rick wwwhoa,1,oh geez rick wwwhoa this,1
morty,ship,in the car,2,dazed all out of,1,dazed all out of offwhite,1
morty,simon,get our family,2,rick are you really,1,rick are you really a,1
morty,sleepy gary,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,slippery,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,speaker system,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,spokeman,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,spokesman,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,squanchy,oh my god,2,uh rick what exactly,1,uh rick what exactly is,1
morty,stacey,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,stacy,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,steven phillips,theres no place,2,theres no place like,2,theres no place like home,2
morty,student with glasses,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,summer,what are you,10,what are you talking,5,what are you talking about,5
morty,summer 1,you shut up,2,uh just to be,1,uh just to be clear,1
morty,"summer 1, 2 and 3",no more cats,2,yes no more cats,1,yes no more cats no,1
morty,summer 2,you shut up,2,uh just to be,1,uh just to be clear,1
morty,summer 4,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,summers 2 & 3,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,suspender guy,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,tammy,what are you,4,what are you talking,4,what are you talking about,4
morty,teleportation worker rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,testicle monster a,no more cats,2,yes no more cats,1,yes no more cats no,1
morty,the first villager,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,tinkles,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,toxic morty,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,toxic rick,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,tricia,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,trunkperson,thats pretty cool,2,hey rick thats pretty,1,hey rick thats pretty cool,1
morty,tv host,worf from star,2,worf from star trek,2,huh uh no no no,1
morty,uncle steve,what the hell,2,what the hell rick,1,what the hell rick what,1
morty,unity,that life would,2,that life would be,2,theres no place like home,2
morty,unmuscular michael 1,in this one,2,jeez rick oh my,1,jeez rick oh my god,1
morty,villager,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,villager 1,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,villager 2,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,waiter,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,waitess,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,waitress,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,woman,bawk bawk bawk,4,bawk bawk bawk bawk,3,bawk bawk bawk bawk bawk,2
morty,worker,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,worker 2,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,worker in a red shirt,i downgraded to,2,mmm is this organic,2,mmm is this organic mmm,2
morty,worker rick,all the different,2,its the citadel of,1,its the citadel of ricks,1
morty,zeep,oh my god,2,rick a word what,1,rick a word what the,1
morty,zeta alpha rick,drop the gun,2,thats enough drop the,1,thats enough drop the gun,1
morty 2,cop morty,the mortytown locos,2,smirking ah geez man,1,smirking ah geez man that,1
morty 2,cop rick,the mortytown locos,2,smirking ah geez man,1,smirking ah geez man that,1
morty 2,morty 1,the mortytown locos,2,i wanna write really,1,i wanna write really crazy,1
morty 2,morty mart morty,the mortytown locos,2,smirking ah geez man,1,smirking ah geez man that,1
morty 2,purple trunk morty,the mortytown locos,2,smirking ah geez man,1,smirking ah geez man that,1
morty jr,morty,i want to,2,this is for you,1,this is for you daddy,1
morty jr,rick,i want to,2,this is for you,1,this is for you daddy,1
mortytown loco,bootleg rick,what the hell,2,hey rick man when,1,hey rick man when theres,1
mortytown loco,candidate morty,what the hell,2,hey rick man when,1,hey rick man when theres,1
mortytown loco,cop morty,what the hell,2,hey rick man when,1,hey rick man when theres,1
mortytown loco,cop rick,what the hell,2,hey rick man when,1,hey rick man when theres,1
mortytown loco,psychopath morty,what the hell,2,hey rick man when,1,hey rick man when theres,1
mr president,beth,the two of,2,the two of you,2,too busy morty now tell,1
mr president,jerry,the two of,2,the two of you,2,too busy morty now tell,1
mr president,morty,the two of,2,the two of you,2,too busy morty now tell,1
mr president,president,the two of,2,the two of you,2,too busy morty now tell,1
mr president,rick,the two of,2,the two of you,2,too busy morty now tell,1
mr president,summer,the two of,2,the two of you,2,too busy morty now tell,1
mr. goldenfold,all classmates except morty,some of yall,2,now look were gonna,1,now look were gonna be,1
mr. goldenfold,beth,the smith family,2,scary stuff huh pretty,1,scary stuff huh pretty freaky,1
mr. goldenfold,class,some of yall,2,now look were gonna,1,now look were gonna be,1
mr. goldenfold,jessica,5 x 9,3,who can tell me,2,alright who can tell me,1
mr. goldenfold,morty,5 x 9,3,who can tell me,2,alright who can tell me,1
mr. goldenfold,rick,5 x 9,3,who can tell me,2,the names not buddy its,1
mr. goldenfold,student,5 x 9,3,5 x 9 is,2,alright who can tell me,1
mr. goldenfold,summer,the smith family,2,scary stuff huh pretty,1,scary stuff huh pretty freaky,1
mr. marklevitz,jerry,snaps fingers yes,9,well then it was,1,well then it was a,1
mr. poopybutthole,pizza derivery man,you think the,2,hoowhee what a cliffhanger,1,hoowhee what a cliffhanger oh,1
mr. tophat jones,announcer,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,baby legs,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,business man,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,criminal,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,jerry,my strawberry smiggles,2,get away from me,2,oh i love me strawberry,1
mr. tophat jones,morty,my strawberry smiggles,2,get away from me,2,oh i love me strawberry,1
mr. tophat jones,police chief,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,regular legs,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,rick,my strawberry smiggles,2,get away from me,2,oh i love me strawberry,1
mr. tophat jones,summer,get away from,2,get away from me,2,no get away from me,1
mr. tophat jones,unmuscular michael 1,get away from,2,get away from me,2,no get away from me,1
mrs refrigerator,all,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,amish cyborg,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,beth,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,cross teddy bear,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,duck with muscles,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,frankenstein,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,gary,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,gerry,get me out,2,get me out of,2,get me out of here,2
mrs refrigerator,ghost in a jar,get me out,2,get me out of,2,get me out of here,2
